,suhu udara,kelembaban udara,suhu tanah,kelembaban tanah,cahaya,arus solar,arus aki,tegangan solar,tegangan aki,status
355,28.94,61,31.1,191,15880,0.24,0.197,107.67,96.63,mendung siram
356,29.0,68,36.3,186,14827,0.237,0.165,104.9,95.03,mendung siram
357,29.42,63,39.14,192,16249,0.233,0.204,105.74,96.73,mendung siram
358,28.01,70,38.6,188,14201,0.228,0.139,105.25,94.81,mendung siram
359,28.18,66,31.45,189,14691,0.226,0.169,104.98,105.93,mendung siram
360,29.16,66,35.09,192,15240,0.229,0.202,105.46,104.92,mendung siram
361,28.69,70,33.74,192,14961,0.227,0.185,104.15,94.89,mendung siram
362,28.61,60,38.59,192,14783,0.231,0.132,107.19,94.77,mendung siram
363,28.61,62,38.93,187,16063,0.227,0.139,107.57,104.58,mendung siram
364,28.87,64,37.64,185,16311,0.236,0.127,105.95,96.57,mendung siram
365,28.0,63,33.09,193,15097,0.243,0.174,104.27,103.19,mendung siram
366,28.45,68,39.24,186,15213,0.243,0.152,107.65,99.91,mendung siram
367,29.04,65,38.17,193,14870,0.227,0.139,105.13,105.43,mendung siram
368,28.31,69,34.28,186,15240,0.239,0.137,107.32,94.05,mendung siram
369,28.91,64,31.1,190,14419,0.231,0.169,104.09,102.64,mendung siram
370,29.32,66,36.5,191,14869,0.239,0.138,105.5,94.21,mendung siram
371,28.83,69,32.53,186,15126,0.228,0.146,106.67,104.0,mendung siram
372,28.27,60,35.75,190,15612,0.232,0.205,105.37,105.55,mendung siram
373,28.2,66,38.09,188,16672,0.227,0.133,104.12,102.64,mendung siram
374,29.47,65,33.4,192,15175,0.225,0.156,105.82,95.96,mendung siram
375,28.15,70,31.56,185,16298,0.238,0.196,105.72,106.51,mendung siram
376,28.78,69,31.9,192,14722,0.231,0.21,107.1,100.14,mendung siram
377,29.32,60,34.79,192,14697,0.243,0.178,102.9,103.6,mendung siram
378,28.47,61,32.02,185,15066,0.238,0.129,106.34,95.83,mendung siram
379,28.44,63,33.24,188,14521,0.226,0.169,104.41,97.16,mendung siram
380,29.18,63,31.32,193,16341,0.228,0.168,107.2,95.3,mendung siram
381,28.46,66,32.95,187,14763,0.237,0.187,107.59,106.46,mendung siram
382,28.72,67,38.41,187,14664,0.233,0.166,103.72,99.16,mendung siram
383,29.3,61,39.15,195,16229,0.235,0.128,106.26,106.83,mendung siram
384,28.89,69,31.77,194,14041,0.24,0.197,103.43,100.04,mendung siram
385,28.61,64,35.35,193,14303,0.23,0.18,107.7,106.0,mendung siram
386,29.22,60,38.94,191,15879,0.238,0.172,105.03,105.92,mendung siram
387,29.17,69,35.92,193,15649,0.243,0.137,103.47,97.29,mendung siram
388,28.24,62,31.35,192,15174,0.23,0.171,104.29,95.54,mendung siram
389,28.41,69,37.6,190,14429,0.23,0.166,106.8,107.37,mendung siram
390,29.21,61,35.92,185,15247,0.233,0.204,106.16,96.87,mendung siram
391,28.26,62,34.99,195,15691,0.242,0.175,106.19,103.42,mendung siram
392,28.05,61,34.57,191,16136,0.239,0.186,104.38,107.48,mendung siram
393,28.41,62,38.69,185,15331,0.238,0.167,103.85,96.64,mendung siram
394,28.09,65,34.66,191,14903,0.241,0.173,107.23,100.52,mendung siram
395,28.35,62,36.98,192,13999,0.24,0.134,107.69,98.56,mendung siram
396,28.52,67,36.84,188,14060,0.238,0.193,106.44,99.61,mendung siram
397,28.07,63,39.38,193,16006,0.228,0.169,105.49,102.33,mendung siram
398,29.03,65,32.07,189,16017,0.226,0.178,104.87,101.0,mendung siram
399,28.81,64,34.49,187,16261,0.227,0.189,106.49,103.97,mendung siram
400,28.08,61,35.46,194,13998,0.227,0.198,104.49,95.28,mendung siram
401,29.28,63,34.08,188,15604,0.227,0.14,103.02,100.15,mendung siram
402,28.4,64,33.41,188,15688,0.237,0.182,107.63,105.06,mendung siram
403,28.23,62,38.69,185,15071,0.236,0.183,107.25,96.62,mendung siram
404,28.74,61,36.03,188,16408,0.24,0.142,106.89,97.74,mendung siram
405,28.4,62,31.84,195,16512,0.24,0.155,103.65,104.43,mendung siram
406,28.18,63,36.69,193,14307,0.242,0.149,106.21,95.77,mendung siram
407,28.79,62,35.79,191,16034,0.241,0.179,107.06,106.55,mendung siram
408,29.18,64,35.4,186,14352,0.235,0.178,104.46,96.8,mendung siram
409,28.46,62,34.21,193,15790,0.241,0.151,106.81,101.73,mendung siram
410,29.19,64,32.47,192,16767,0.238,0.157,106.05,107.64,mendung siram
411,29.04,68,31.23,190,16019,0.237,0.152,106.82,99.45,mendung siram
412,28.58,61,37.8,195,14370,0.225,0.21,103.53,96.28,mendung siram
413,28.26,62,37.61,194,15931,0.229,0.158,105.36,106.52,mendung siram
414,29.44,68,32.93,186,14910,0.238,0.157,104.17,95.6,mendung siram
415,28.76,66,36.54,188,14861,0.239,0.142,105.38,103.12,mendung siram
416,28.74,60,38.41,189,15252,0.242,0.148,102.87,99.49,mendung siram
417,29.32,65,36.82,190,16423,0.235,0.132,105.77,105.51,mendung siram
418,29.15,63,37.08,193,14139,0.235,0.195,106.54,105.41,mendung siram
419,29.17,63,35.96,193,15626,0.225,0.198,103.79,106.84,mendung siram
420,28.43,70,32.04,195,15250,0.229,0.183,103.37,100.35,mendung siram
421,29.22,63,34.54,193,15113,0.243,0.18,104.64,105.11,mendung siram
422,28.43,65,34.41,195,16308,0.234,0.197,106.05,97.06,mendung siram
423,29.25,60,36.94,186,15862,0.235,0.137,105.59,105.92,mendung siram
424,28.3,70,32.34,186,14349,0.228,0.145,104.39,102.48,mendung siram
425,29.42,67,33.36,194,16274,0.235,0.137,103.12,96.54,mendung siram
426,29.17,70,38.16,189,15323,0.232,0.186,106.29,95.64,mendung siram
427,29.22,60,33.51,191,15842,0.23,0.192,106.07,105.35,mendung siram
428,28.59,63,33.35,187,16335,0.233,0.139,104.95,102.87,mendung siram
429,28.68,67,34.92,195,14749,0.226,0.178,103.13,100.82,mendung siram
430,28.51,66,33.73,190,15522,0.232,0.175,104.49,94.87,mendung siram
431,29.41,70,35.36,194,14571,0.235,0.187,107.06,98.06,mendung siram
432,28.7,69,35.78,187,16265,0.241,0.14,105.33,98.69,mendung siram
433,28.85,66,38.18,189,16320,0.242,0.171,103.46,96.52,mendung siram
434,28.15,63,35.49,186,16145,0.234,0.135,106.58,100.28,mendung siram
435,29.17,66,36.31,193,14249,0.234,0.206,103.58,105.95,mendung siram
436,28.21,62,35.48,190,15621,0.24,0.199,104.92,105.36,mendung siram
437,29.32,63,35.26,191,13999,0.24,0.154,103.63,96.55,mendung siram
438,28.6,69,36.72,189,16428,0.235,0.166,105.89,97.51,mendung siram
439,29.05,69,35.14,194,16307,0.227,0.206,103.93,106.84,mendung siram
440,28.79,66,31.75,189,14471,0.239,0.17,102.8,96.85,mendung siram
441,28.39,69,38.88,194,15592,0.235,0.141,106.54,103.54,mendung siram
442,28.27,60,37.34,190,14294,0.242,0.183,105.92,100.08,mendung siram
443,28.02,62,38.1,187,15669,0.229,0.136,104.54,105.18,mendung siram
444,28.46,69,31.41,187,14488,0.229,0.145,105.57,98.43,mendung siram
445,29.1,61,38.06,194,14539,0.239,0.19,107.25,94.8,mendung siram
446,28.88,61,38.11,189,16491,0.239,0.14,105.18,94.08,mendung siram
447,28.93,65,36.71,190,15446,0.225,0.13,105.14,94.11,mendung siram
448,28.52,61,38.97,193,13989,0.235,0.207,104.69,98.66,mendung siram
449,28.25,67,33.94,186,15360,0.23,0.151,102.86,103.43,mendung siram
450,29.28,68,38.36,189,16019,0.229,0.13,105.42,96.62,mendung siram
451,28.87,67,31.69,187,13987,0.226,0.208,106.35,105.52,mendung siram
452,29.4,63,31.97,193,14295,0.229,0.127,103.5,100.67,mendung siram
453,28.68,60,39.49,187,15028,0.233,0.188,103.95,100.93,mendung siram
454,29.05,66,38.7,185,14876,0.243,0.15,107.35,103.47,mendung siram
455,28.37,64,38.75,194,15516,0.238,0.197,104.32,100.39,mendung siram
456,29.26,61,35.49,188,14690,0.233,0.172,106.42,104.97,mendung siram
457,29.32,66,37.97,193,14658,0.227,0.191,104.5,98.54,mendung siram
458,29.09,67,34.4,188,16474,0.235,0.147,107.68,95.01,mendung siram
459,28.86,63,36.55,194,14795,0.234,0.139,104.36,107.83,mendung siram
460,29.36,68,35.33,194,14430,0.237,0.197,107.8,97.02,mendung siram
461,29.09,62,38.0,191,14507,0.225,0.151,103.15,95.21,mendung siram
462,28.02,65,38.87,190,16616,0.232,0.152,103.11,107.74,mendung siram
463,28.85,64,35.33,188,14845,0.231,0.21,103.81,94.45,mendung siram
464,29.42,62,31.57,195,16186,0.225,0.134,107.14,97.71,mendung siram
465,28.87,63,32.73,185,16094,0.231,0.162,104.22,102.0,mendung siram
466,28.46,60,37.57,190,14319,0.229,0.182,103.76,104.41,mendung siram
467,28.14,65,38.3,193,15228,0.241,0.167,107.6,101.7,mendung siram
468,29.22,67,33.68,194,14205,0.229,0.174,105.03,104.39,mendung siram
469,29.0,70,36.66,186,14048,0.243,0.139,104.31,103.75,mendung siram
470,28.46,63,38.43,191,15186,0.235,0.143,104.17,105.62,mendung siram
471,29.14,70,31.24,194,15834,0.24,0.145,103.53,95.93,mendung siram
472,28.64,61,33.86,189,15321,0.227,0.155,105.02,97.53,mendung siram
473,29.26,68,39.48,187,15076,0.234,0.167,104.68,104.05,mendung siram
474,28.15,67,38.65,191,15588,0.229,0.181,104.92,95.82,mendung siram
475,28.33,68,38.74,193,14186,0.239,0.158,105.02,97.34,mendung siram
476,29.15,68,35.52,187,14476,0.225,0.153,106.52,103.45,mendung siram
477,28.11,66,33.9,190,14652,0.23,0.127,105.63,94.03,mendung siram
478,28.8,67,39.27,191,15846,0.228,0.136,107.69,102.71,mendung siram
479,29.34,62,36.32,186,15021,0.226,0.21,103.31,98.61,mendung siram
480,28.66,63,32.85,193,16647,0.23,0.187,106.98,105.32,mendung siram
481,29.43,66,31.73,189,14267,0.23,0.138,103.0,98.94,mendung siram
482,29.41,65,36.1,188,14330,0.235,0.184,105.1,99.38,mendung siram
483,28.84,61,31.04,191,14145,0.229,0.135,106.43,105.96,mendung siram
484,29.23,70,31.68,187,16228,0.237,0.171,103.21,96.03,mendung siram
485,28.45,62,38.69,192,15396,0.228,0.136,106.98,103.66,mendung siram
486,28.11,68,39.27,193,14468,0.225,0.197,107.05,101.96,mendung siram
487,28.27,60,37.16,193,14016,0.227,0.161,105.84,97.23,mendung siram
488,29.17,70,31.87,186,14121,0.232,0.189,107.07,104.8,mendung siram
489,28.96,66,36.31,189,14393,0.228,0.179,103.56,97.6,mendung siram
490,28.45,67,38.55,191,15047,0.242,0.143,104.66,98.3,mendung siram
491,29.0,67,31.16,191,14806,0.238,0.203,107.53,102.6,mendung siram
492,28.88,65,33.52,194,15112,0.242,0.205,105.11,95.07,mendung siram
493,28.85,65,35.88,192,16565,0.239,0.16,104.08,98.89,mendung siram
494,29.14,61,37.59,189,14669,0.233,0.168,104.92,95.9,mendung siram
495,29.25,68,38.85,189,15295,0.229,0.166,106.09,106.97,mendung siram
496,29.35,65,38.99,190,15635,0.236,0.181,105.69,101.44,mendung siram
497,29.38,60,38.18,194,16025,0.24,0.206,104.29,98.49,mendung siram
498,29.42,66,35.87,187,14450,0.226,0.127,107.12,99.99,mendung siram
499,28.99,65,38.51,189,14431,0.239,0.159,107.66,101.21,mendung siram
500,28.14,60,39.01,185,14649,0.24,0.178,106.11,97.41,mendung siram
501,28.84,66,32.29,185,15412,0.227,0.185,106.86,95.42,mendung siram
502,28.29,67,32.68,195,15462,0.228,0.168,102.83,100.48,mendung siram
503,28.35,63,34.24,187,16613,0.243,0.177,104.07,100.2,mendung siram
504,28.67,69,35.53,187,16642,0.225,0.2,103.53,105.6,mendung siram
505,28.45,60,37.81,195,15074,0.236,0.208,103.18,106.71,mendung siram
506,29.24,67,33.38,193,14212,0.237,0.195,103.83,101.71,mendung siram
507,29.09,61,37.34,186,14238,0.242,0.133,107.07,101.54,mendung siram
508,28.09,63,31.38,192,14344,0.243,0.139,107.12,96.23,mendung siram
509,28.39,68,38.73,192,16592,0.239,0.191,107.4,101.22,mendung siram
510,28.54,68,32.63,185,14046,0.227,0.147,106.79,100.26,mendung siram
511,29.09,63,38.66,192,15850,0.23,0.178,106.12,94.67,mendung siram
512,28.22,60,37.09,190,15004,0.238,0.184,105.89,104.11,mendung siram
513,29.4,64,34.75,192,14339,0.241,0.152,106.71,102.17,mendung siram
514,28.5,70,31.66,185,16032,0.234,0.196,107.72,96.04,mendung siram
515,28.63,63,35.9,189,14755,0.235,0.186,106.19,100.59,mendung siram
516,29.33,66,31.52,187,14726,0.233,0.174,106.43,105.5,mendung siram
517,28.4,63,35.23,190,14610,0.233,0.17,103.78,101.23,mendung siram
518,29.5,60,32.21,190,15572,0.24,0.204,107.78,105.84,mendung siram
519,28.65,66,32.97,190,16007,0.238,0.14,104.74,99.98,mendung siram
520,29.01,65,39.32,189,16318,0.234,0.141,107.31,102.07,mendung siram
521,28.71,66,38.98,191,15011,0.243,0.146,106.66,103.74,mendung siram
522,28.45,70,34.03,186,14804,0.225,0.192,107.59,99.15,mendung siram
523,29.21,62,33.69,195,14642,0.228,0.144,107.07,101.18,mendung siram
524,28.24,65,36.92,190,14945,0.241,0.127,106.31,106.48,mendung siram
525,28.11,68,33.34,187,16433,0.232,0.199,104.55,94.34,mendung siram
526,28.55,65,38.65,187,15493,0.23,0.133,103.18,94.75,mendung siram
527,28.28,60,32.94,190,15928,0.229,0.143,106.25,106.34,mendung siram
528,29.11,66,38.17,187,16667,0.242,0.171,105.94,96.4,mendung siram
529,28.67,61,34.33,195,14256,0.233,0.189,103.37,106.88,mendung siram
530,28.63,70,37.2,191,14041,0.241,0.135,107.53,102.5,mendung siram
531,28.42,60,34.13,189,16779,0.231,0.205,107.81,105.69,mendung siram
532,28.28,69,38.82,193,15710,0.242,0.154,106.61,103.2,mendung siram
533,28.7,61,32.82,187,15734,0.24,0.143,106.62,106.31,mendung siram
534,28.1,69,35.78,193,15579,0.241,0.132,103.28,99.28,mendung siram
535,28.49,64,31.12,193,14858,0.229,0.161,103.22,96.28,mendung siram
536,28.51,61,34.76,195,16019,0.238,0.152,105.55,105.99,mendung siram
537,29.31,69,38.71,194,16389,0.235,0.162,106.21,102.79,mendung siram
538,28.22,63,32.98,191,14684,0.228,0.144,106.44,94.92,mendung siram
539,28.6,67,36.28,185,14746,0.225,0.181,107.43,103.38,mendung siram
540,28.64,64,32.96,188,15063,0.232,0.162,103.33,100.2,mendung siram
541,28.87,65,34.79,194,15500,0.234,0.202,107.53,98.34,mendung siram
542,29.17,60,38.76,194,16306,0.238,0.141,104.29,97.91,mendung siram
543,28.36,62,38.4,185,15435,0.242,0.172,106.2,101.27,mendung siram
544,28.53,65,34.27,188,14229,0.226,0.203,104.12,101.29,mendung siram
545,29.38,68,31.92,194,14362,0.243,0.192,107.58,103.21,mendung siram
546,28.78,66,39.01,188,16172,0.237,0.152,105.91,95.29,mendung siram
547,29.45,65,32.92,193,14275,0.229,0.158,104.74,98.69,mendung siram
548,28.52,68,37.55,189,15934,0.228,0.165,105.98,96.69,mendung siram
549,29.39,69,33.73,185,14492,0.23,0.178,105.39,98.44,mendung siram
550,29.08,70,36.23,186,14910,0.243,0.134,106.35,99.45,mendung siram
551,28.11,62,38.22,193,15125,0.234,0.13,104.16,101.53,mendung siram
552,29.31,63,38.08,195,15034,0.232,0.143,104.34,95.21,mendung siram
553,28.79,70,35.0,188,15905,0.232,0.174,103.65,100.56,mendung siram
554,29.32,66,32.67,191,16079,0.226,0.19,107.46,102.14,mendung siram
555,29.1,62,32.44,191,15972,0.24,0.162,107.72,98.81,mendung siram
556,28.82,62,34.29,192,14241,0.24,0.153,106.74,94.43,mendung siram
557,28.52,62,35.36,185,15042,0.238,0.137,103.98,96.09,mendung siram
558,28.4,60,33.76,194,15352,0.235,0.204,106.58,105.75,mendung siram
559,29.48,67,32.68,191,14819,0.231,0.168,105.98,103.62,mendung siram
560,29.05,67,34.21,187,15140,0.243,0.209,105.66,100.04,mendung siram
561,29.12,60,36.94,190,15821,0.242,0.146,105.32,99.72,mendung siram
562,28.08,68,33.24,188,16260,0.238,0.143,107.78,98.31,mendung siram
563,28.82,69,34.81,190,15207,0.238,0.167,107.38,97.33,mendung siram
564,28.5,68,38.18,190,14681,0.229,0.204,106.83,103.07,mendung siram
565,29.4,60,36.31,185,14774,0.229,0.199,106.09,96.39,mendung siram
566,28.04,64,34.87,192,14646,0.235,0.151,104.39,104.82,mendung siram
567,29.23,68,37.29,193,15540,0.232,0.132,103.04,98.76,mendung siram
568,29.31,61,31.38,185,15380,0.227,0.185,103.44,105.58,mendung siram
569,28.77,67,38.35,193,14359,0.233,0.153,107.8,107.11,mendung siram
570,28.71,69,36.59,187,14480,0.239,0.141,107.82,101.68,mendung siram
571,28.53,66,36.0,185,14407,0.236,0.197,105.19,103.85,mendung siram
572,29.44,69,38.01,187,15209,0.241,0.134,104.8,102.98,mendung siram
573,28.43,64,34.4,189,14413,0.228,0.138,104.92,102.58,mendung siram
574,28.53,64,39.46,187,16521,0.225,0.189,104.13,105.14,mendung siram
575,28.88,62,38.11,191,15868,0.225,0.158,104.79,95.34,mendung siram
576,28.21,69,33.26,192,15519,0.232,0.134,103.48,101.71,mendung siram
577,28.02,60,35.0,190,15818,0.232,0.167,106.41,94.22,mendung siram
578,28.17,60,36.93,187,15202,0.234,0.191,103.86,101.17,mendung siram
579,28.04,67,36.51,194,15010,0.233,0.166,102.98,100.66,mendung siram
580,29.18,62,38.97,192,13992,0.242,0.189,107.81,96.48,mendung siram
581,28.85,61,39.02,190,14201,0.234,0.145,104.79,102.1,mendung siram
582,29.01,70,31.38,194,14123,0.229,0.131,103.76,97.34,mendung siram
583,29.38,70,33.3,189,15369,0.237,0.179,103.66,96.72,mendung siram
584,28.28,65,39.28,187,16747,0.232,0.192,103.95,104.97,mendung siram
585,29.08,60,34.91,189,15277,0.226,0.168,107.23,105.92,mendung siram
586,28.1,65,32.53,190,16403,0.243,0.171,102.99,100.34,mendung siram
587,29.23,66,36.09,186,15548,0.229,0.163,107.69,101.44,mendung siram
588,28.64,67,35.12,191,16383,0.231,0.157,104.88,97.05,mendung siram
589,28.17,68,34.63,185,16420,0.231,0.153,104.08,104.65,mendung siram
590,28.63,69,38.56,186,16617,0.226,0.191,103.83,98.99,mendung siram
591,29.34,62,33.55,188,16114,0.242,0.185,103.24,101.17,mendung siram
592,28.25,69,36.46,186,15252,0.226,0.182,106.76,102.72,mendung siram
593,29.26,62,39.29,190,15159,0.237,0.148,103.81,103.12,mendung siram
594,29.22,61,37.86,193,15125,0.228,0.196,106.25,100.46,mendung siram
595,29.45,60,35.0,188,14699,0.229,0.188,105.28,97.52,mendung siram
596,28.81,66,38.3,192,16181,0.24,0.146,106.08,94.02,mendung siram
597,29.2,67,38.43,188,16379,0.226,0.133,104.59,97.73,mendung siram
598,28.86,67,34.27,194,16409,0.227,0.17,104.86,105.85,mendung siram
599,29.32,60,31.11,195,14135,0.237,0.135,105.79,107.74,mendung siram
600,29.37,66,36.14,191,14424,0.228,0.168,103.11,98.42,mendung siram
601,28.13,67,35.28,195,15712,0.235,0.131,103.64,100.05,mendung siram
602,29.1,60,33.41,188,14348,0.241,0.13,106.5,94.2,mendung siram
603,29.43,65,33.75,194,14326,0.234,0.168,105.07,99.06,mendung siram
604,29.16,64,33.47,194,15156,0.23,0.157,103.09,105.26,mendung siram
605,28.68,70,33.84,186,15587,0.228,0.179,103.1,100.0,mendung siram
606,28.25,67,32.55,189,15567,0.231,0.199,107.58,104.96,mendung siram
607,28.38,64,39.16,188,16162,0.236,0.133,103.13,94.61,mendung siram
608,29.5,68,33.01,195,14119,0.24,0.196,107.83,100.72,mendung siram
609,28.65,62,35.19,188,16740,0.234,0.143,106.0,104.72,mendung siram
610,29.31,63,32.76,189,16018,0.233,0.163,102.88,96.99,mendung siram
611,28.07,70,35.26,193,15914,0.235,0.166,103.27,100.81,mendung siram
612,28.91,70,32.65,193,16429,0.229,0.199,106.81,97.36,mendung siram
613,28.76,65,32.97,192,16313,0.233,0.135,106.61,94.42,mendung siram
614,28.16,62,32.45,187,14680,0.228,0.2,106.8,94.42,mendung siram
615,28.36,67,33.71,189,15741,0.228,0.167,103.32,104.22,mendung siram
616,28.65,70,33.39,192,16010,0.23,0.131,103.3,99.28,mendung siram
617,29.22,67,34.02,193,16673,0.243,0.134,102.81,104.73,mendung siram
618,28.18,63,31.98,191,14864,0.236,0.195,106.69,99.1,mendung siram
619,28.67,68,33.94,189,16708,0.227,0.147,106.15,94.92,mendung siram
620,28.18,64,31.83,185,16141,0.225,0.204,103.06,107.77,mendung siram
621,28.05,60,38.51,191,16387,0.232,0.148,105.16,95.73,mendung siram
622,28.45,61,35.13,188,15517,0.241,0.194,105.06,93.99,mendung siram
623,28.18,70,39.21,190,15946,0.233,0.193,106.28,97.31,mendung siram
624,28.22,60,38.91,192,14077,0.232,0.134,107.25,97.1,mendung siram
625,29.46,66,37.21,192,14325,0.232,0.195,107.63,102.76,mendung siram
626,29.02,67,31.76,188,14897,0.239,0.196,105.2,105.68,mendung siram
627,28.44,60,38.88,190,13995,0.231,0.192,105.88,105.72,mendung siram
628,28.62,65,35.58,193,15095,0.239,0.134,103.96,95.68,mendung siram
629,28.24,68,38.87,185,16619,0.242,0.197,107.07,100.99,mendung siram
630,29.03,69,36.69,187,15919,0.228,0.199,103.0,97.03,mendung siram
631,28.71,61,34.48,187,14537,0.238,0.166,104.18,102.36,mendung siram
632,29.05,66,38.81,195,15439,0.226,0.201,104.44,94.5,mendung siram
633,28.54,65,38.22,188,16260,0.23,0.142,104.11,101.89,mendung siram
634,29.33,69,36.87,192,14819,0.232,0.175,106.14,100.5,mendung siram
635,28.13,66,35.11,195,14179,0.242,0.127,103.57,101.81,mendung siram
636,28.66,66,31.0,192,14111,0.234,0.199,107.01,103.37,mendung siram
637,28.04,70,32.29,190,15319,0.233,0.204,106.25,102.01,mendung siram
638,28.48,68,35.81,187,14831,0.238,0.206,104.2,105.21,mendung siram
639,28.87,62,32.89,190,16196,0.238,0.141,106.87,93.84,mendung siram
640,28.8,62,31.82,188,16507,0.233,0.139,104.0,99.2,mendung siram
641,28.96,70,35.1,185,16229,0.228,0.185,104.08,98.95,mendung siram
642,29.06,61,38.12,188,15532,0.235,0.193,107.4,100.15,mendung siram
643,28.83,65,33.34,185,14603,0.238,0.149,105.12,95.22,mendung siram
644,29.31,66,35.12,193,15424,0.241,0.149,104.39,99.97,mendung siram
645,28.57,65,33.62,194,14698,0.238,0.184,103.43,98.51,mendung siram
646,29.42,65,34.06,187,14895,0.239,0.176,107.79,95.01,mendung siram
647,28.07,60,31.33,189,15098,0.227,0.196,104.24,105.15,mendung siram
648,29.41,66,34.13,195,15135,0.243,0.139,105.01,102.64,mendung siram
649,28.57,60,36.93,189,15932,0.242,0.148,102.95,104.22,mendung siram
650,29.36,63,32.0,192,15864,0.24,0.177,106.57,98.23,mendung siram
651,28.59,63,34.47,192,15381,0.238,0.186,107.73,96.46,mendung siram
652,29.23,62,37.89,191,14350,0.231,0.2,107.76,102.95,mendung siram
653,28.23,64,32.29,194,14689,0.228,0.155,107.67,95.65,mendung siram
654,28.67,70,38.79,192,16280,0.235,0.172,105.07,100.92,mendung siram
655,28.57,63,32.84,189,15151,0.234,0.166,105.57,96.27,mendung siram
656,29.2,66,34.5,195,15395,0.236,0.167,107.2,94.69,mendung siram
657,29.36,65,36.01,189,16187,0.23,0.132,102.87,96.16,mendung siram
658,28.11,67,39.25,194,15974,0.228,0.139,106.34,103.67,mendung siram
659,28.85,65,32.78,185,15634,0.239,0.201,103.62,102.23,mendung siram
660,28.6,62,34.23,191,14988,0.24,0.148,103.57,101.04,mendung siram
661,28.95,61,37.89,192,14745,0.225,0.175,104.98,95.17,mendung siram
662,28.77,66,38.37,190,16712,0.228,0.157,104.53,96.98,mendung siram
